Instruction,Word,song,valence,arousal,marker,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,4,4,10,,,,,,,3,1.418701804000193,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,5,5,6,,,,,,,4,1.0684736509992945,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,6,6,5,,,,,,,1,0.7349903090007501,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,7,7,1,,,,,,,1,1.1856537590001608,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,8,8,3,,,,,,,1,0.5185466339999039,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,9,9,11,,,,,,,1,0.8016761799999585,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,10,10,2,,,,,,,1,2.118052357999659,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,0,11,11,0,,,,,,,1,1.5696699290001561,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoH1.wav,2,2,5,,,,,0,7,7,4,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,0,0,11,,,4,4.317096505000336,1,4.417647113999919,3,1.93308723500013,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,1,1,8,,,,,,,4,1.4018726719996266,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,2,2,0,,,,,,,1,1.1659984139996595,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,3,3,5,,,,,,,2,3.1007377979995,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,4,4,3,,,,,,,1,1.034817288999875,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,5,5,7,,,,,,,2,1.7508477530000164,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,6,6,10,,,,,,,1,1.5851306839995232,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,7,7,2,,,,,,,2,35.74820752600044,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,8,8,4,,,,,,,2,1.2187433190001684,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,9,9,9,,,,,,,1,0.9178271649998351,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,10,10,6,,,,,,,1,0.9018831319999663,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,0,11,11,1,,,,,,,3,1.3499323050000385,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoF2.wav,1,2,2,,,,,0,8,8,1,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,0,0,6,,,3,4.951628666000033,3,3.567858976000025,3,1.9345751520004342,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,1,1,10,,,,,,,4,0.985465760999432,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,2,2,8,,,,,,,3,1.0334619520008346,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,3,3,11,,,,,,,1,0.7683483639993938,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,4,4,7,,,,,,,4,1.6687059870000667,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,5,5,3,,,,,,,1,0.6179731330003051,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,6,6,4,,,,,,,1,1.6682305300000735,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,7,7,9,,,,,,,3,1.9015641599999071,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,8,8,1,,,,,,,1,0.6684559880004599,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,9,9,0,,,,,,,1,0.6852905329997157,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,10,10,5,,,,,,,1,0.5512549149998449,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,0,11,11,2,,,,,,,1,0.5997967419998531,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoT4.wav,2,1,16,,,,,0,9,9,15,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,0,0,1,,,4,4.4688054719999855,2,2.384882775000733,3,2.2023279999993974,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,1,1,2,,,,,,,3,1.7015977669998392,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,2,2,8,,,,,,,3,0.9356483530000332,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,3,3,9,,,,,,,3,0.935226952999983,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,4,4,3,,,,,,,2,2.151987272000042,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,5,5,4,,,,,,,1,1.1173538259999987,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,6,6,11,,,,,,,2,1.2675750790003804,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,7,7,5,,,,,,,1,0.7526673279999159,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,8,8,7,,,,,,,3,1.1853485419997014,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,9,9,6,,,,,,,1,0.7515785859995958,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,10,10,0,,,,,,,2,2.035383649999858,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,0,11,11,10,,,,,,,1,0.7017543259999002,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoF3.wav,1,2,3,,,,,0,10,10,2,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,0,0,11,,,3,4.257324295000217,3,2.3189559070006,2,1.668712990000131,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,1,1,7,,,,,,,1,1.3016008909999073,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,2,2,2,,,,,,,1,1.1027239300001384,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,3,3,8,,,,,,,1,0.8016242749999947,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,4,4,4,,,,,,,2,1.4847668450001947,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,5,5,5,,,,,,,2,1.0177736320001713,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,6,6,10,,,,,,,3,0.9827157359995908,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,7,7,9,,,,,,,2,1.7017030810002325,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,8,8,1,,,,,,,2,1.2684598169998935,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,9,9,0,,,,,,,3,1.1520392829997945,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,10,10,3,,,,,,,1,0.8350220749998698,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,0,11,11,6,,,,,,,1,0.9694152980000581,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,30MonoWAV/30MonoS1.wav,1,1,9,,,,,0,11,11,8,,,,,,,,,,,,,999,001,2019_Apr_09_1625,MusicAffectPsychophysiology2019,3.0.5,60.203984464624064,
,,,,,,,,,,,,,,,,,,,,2,2.5177975460001107,,,,,,,,,,,
