Instruction	Word	song	valence	arousal	marker	pracwords.thisRepN	pracwords.thisTrialN	pracwords.thisN	pracwords.thisIndex	songtrials.thisRepN	songtrials.thisTrialN	songtrials.thisN	songtrials.thisIndex	words.thisRepN	words.thisTrialN	words.thisN	words.thisIndex	begin.keys	begin.rt	arousalkey.keys	arousalkey.rt	valencekey.keys	valencekey.rt	likekey.keys	likekey.rt	WordResponse.keys	WordResponse.rt	key_resp_2.keys	key_resp_2.rt	participant	session	date	expName	psychopyVersion	frameRate
To what extent did the music make you feel 	ACTIVE	30MonoWAV/30MonoT2.wav	2	1	14					0	8	8	13	0	8	8	9									2	4.38546764			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	FRUSTRATED	30MonoWAV/30MonoT2.wav	2	1	14					0	8	8	13	0	9	9	3									1	1.167540947			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANXIOUS 	30MonoWAV/30MonoT2.wav	2	1	14					0	8	8	13	0	10	10	1									1	2.202260808			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	HAPPY	30MonoWAV/30MonoT2.wav	2	1	14					0	8	8	13	0	11	11	6									5	2.417001599			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
		30MonoWAV/30MonoT2.wav	2	1	14					0	8	8	13																	999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	GUILTY	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	0	0	5			2	3.408516371	3	1.967940027			2	3.168614082			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	HAPPY	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	1	1	6									2	2.350733911			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ALERT	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	2	2	8									2	1.068033524			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	FRUSTRATED	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	3	3	3									2	3.668569291			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SCARED	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	4	4	11									1	1.485414394			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	TENDER	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	5	5	10									2	1.352003973			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANGRY	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	6	6	2									1	2.135195173			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	EXCITED	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	7	7	7									1	3.285621505			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SAD	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	8	8	0									1	3.884191082			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANXIOUS 	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	9	9	1									1	2.267999962			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ACTIVE	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	10	10	9									1	4.734521476			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ASHAMED	30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4	0	11	11	4									2	1.788295147			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
		30MonoWAV/30MonoH1.wav	2	2	5					0	9	9	4																	999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SCARED	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	0	0	11			3	3.139623347	1	4.884426245			4	3.318389546			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ALERT	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	1	1	8									5	1.434465377			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ACTIVE	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	2	2	9									3	1.702031524			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	FRUSTRATED	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	3	3	3									5	1.518058037			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANGRY	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	4	4	2									5	2.350707355			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANXIOUS 	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	5	5	1									5	1.619180417			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	TENDER	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	6	6	10									2	1.885659851			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	GUILTY	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	7	7	5									4	1.235120592			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ASHAMED	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	8	8	4									5	1.185218484			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	EXCITED	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	9	9	7									1	1.435511278			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	HAPPY	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	10	10	6									1	1.116989146			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SAD	30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10	0	11	11	0									4	3.367728957			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
		30MonoWAV/30MonoS3.wav	1	1	11					0	10	10	10																	999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	GUILTY	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	0	0	5			4	3.467735908	1	1.984912606			5	2.384461475			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ASHAMED	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	1	1	4									5	1.252206337			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	HAPPY	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	2	2	6									1	1.518628755			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SCARED	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	3	3	11									5	1.118483204			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ALERT	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	4	4	8									5	1.18497289			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	TENDER	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	5	5	10									4	1.3018542			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	FRUSTRATED	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	6	6	3									4	1.335738563			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	EXCITED	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	7	7	7									1	1.501295536			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SAD	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	8	8	0									4	1.649652912			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANXIOUS 	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	9	9	1									5	1.183739855			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ACTIVE	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	10	10	9									4	1.452457918			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANGRY	30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0	0	11	11	2									5	4.601053026			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
		30MonoWAV/30MonoF1.wav	1	2	1					0	11	11	0																	999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	GUILTY	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	0	0	5			2	3.706494862	4	1.838207892			1	3.372463875			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	TENDER	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	1	1	10									4	2.068663151			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SCARED	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	2	2	11									1	2.085697077			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANGRY	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	3	3	2									1	1.61714626			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANXIOUS 	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	4	4	1									2	1.985422446			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ASHAMED	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	5	5	4									2	1.968270235			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ACTIVE	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	6	6	9									1	3.517783872			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	HAPPY	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	7	7	6									2	3.219144868			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SAD	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	8	8	0									4	2.307580736			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	FRUSTRATED	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	9	9	3									2	4.3228984			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	EXCITED	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	10	10	7									2	2.956710333			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ALERT	30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9	0	11	11	8									1	2.468173106			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
		30MonoWAV/30MonoS2.wav	1	1	10					0	12	12	9																	999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	TENDER	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	0	0	10			3	2.602582399	5	1.534378176			4	1.90187464			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	EXCITED	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	1	1	7									3	2.034776992			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	FRUSTRATED	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	2	2	3									1	1.300538895			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANGRY	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	3	3	2									1	1.018227523			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	GUILTY	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	4	4	5									1	1.534742343			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	HAPPY	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	5	5	6									4	1.634890133			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ALERT	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	6	6	8									2	1.884646177			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANXIOUS 	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	7	7	1									1	1.418040284			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SCARED	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	8	8	11									1	1.035408532			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ASHAMED	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	9	9	4									1	1.217923529			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SAD	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	10	10	0									1	1.718759375			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ACTIVE	30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14	0	11	11	9									2	1.668501178			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
		30MonoWAV/30MonoT3.wav	2	1	15					0	13	13	14																	999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	HAPPY	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	0	0	6			4	2.671414259	5	1.219530156			5	1.737078208			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ACTIVE	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	1	1	9									4	1.538193335			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SCARED	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	2	2	11									1	1.285261297			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	FRUSTRATED	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	3	3	3									1	0.801497792			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	TENDER	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	4	4	10									4	2.285329271			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANGRY	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	5	5	2									1	1.402399484			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANXIOUS 	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	6	6	1									2	1.785182845			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	GUILTY	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	7	7	5									1	1.801362799			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ASHAMED	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	8	8	4									1	2.052269391			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ALERT	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	9	9	8									3	1.734543821			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	EXCITED	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	10	10	7									5	1.533889749			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SAD	30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15	0	11	11	0									1	1.469722304			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
		30MonoWAV/30MonoT4.wav	2	1	16					0	14	14	15																	999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANGRY	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	0	0	2			2	5.050141414	4	2.018882386			1	2.084271009			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ACTIVE	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	1	1	9									1	1.069321956			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SAD	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	2	2	0									5	3.384246893			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	HAPPY	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	3	3	6									2	1.884649793			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	FRUSTRATED	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	4	4	3									2	6.118546347			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ALERT	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	5	5	8									1	3.468666043			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	GUILTY	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	6	6	5									3	2.950744307			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	TENDER	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	7	7	10									4	1.267951453			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ASHAMED	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	8	8	4									2	2.385335318			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	SCARED	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	9	9	11									2	1.733867021			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	ANXIOUS 	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	10	10	1									2	1.367301856			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
To what extent did the music make you feel 	EXCITED	30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11	0	11	11	7									1	3.65257554			999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
		30MonoWAV/30MonoS4.wav	1	1	12					0	15	15	11																	999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
																												space	4.934508924	999	1	2019_Apr_12_1007	MusicAffectPsychophysiology2019	3.0.5	60.17796767
